	AbsoluteDifferenceBestKnownToBest	Best training solution generation	Best training solution quality	Best training solution.Average relative error (test)	Best training solution.Average relative error (training)	Best training solution.Estimation Limits Results.Estimation Limits	Best training solution.Estimation Limits Results.Test Lower Estimation Limit Hits	Best training solution.Estimation Limits Results.Test NaN Evaluations	Best training solution.Estimation Limits Results.Test Upper Estimation Limit Hits	Best training solution.Estimation Limits Results.Training Lower Estimation Limit Hits	Best training solution.Estimation Limits Results.Training NaN Evaluations	Best training solution.Estimation Limits Results.Training Upper Estimation Limit Hits	Best training solution.Mean absolute error (test)	Best training solution.Mean absolute error (training)	Best training solution.Mean squared error (test)	Best training solution.Mean squared error (training)	Best training solution.Model Depth	Best training solution.Model Length	Best training solution.Normalized mean squared error (test)	Best training solution.Normalized mean squared error (training)	Best training solution.Pearson's R² (test)	Best training solution.Pearson's R² (training)	Best training solution.ProblemData	Best training solution.Root mean squared error (test)	Best training solution.Root mean squared error (training)	BestQuality	CurrentAverageQuality	CurrentBestQuality	EstimationLimits	Execution Time	FitnessCalculationPartition	Problem Name	ProblemData	ProblemData.TestPartition	ProblemData.TrainingPartition	RelativeDifferenceBestKnownToBest	Seed	SymbolicExpressionTreeInterpreter.EvaluatedSolutions	Variable impacts
Test_01_Keijzer Run 1	-0.02547069737442087	94	0.9445293026255791	NaN	NaN	Lower: -3.18245341144794, Upper: 3.09451959610008	0	0	0	0	0	0	0.020451795273833461	0.021110353249240373	0.00063135573765001887	0.00065476609871794266	15	23	0.051983016388974533	0.055470697374421334	0.94827225898778433	0.9445293026255791	Keijzer 1 f(x) = 0.3 * x *sin(2 * PI * x); Interval [-1, 1]	0.025126793222574561	0.025588397736434038	0.9445293026255791	0.072185427111843864	0.9445293026255791	Lower: -3.18245341144794, Upper: 3.09451959610008	00:00:04.7803774	Start: 0, End: 21	Keijzer 1 f(x) = 0.3 * x *sin(2 * PI * x); Interval [-1, 1]	Keijzer 1 f(x) = 0.3 * x *sin(2 * PI * x); Interval [-1, 1]	Start: 21, End: 2022	Start: 0, End: 21	-2.62584509014648 %	2110526512	37118	[[1]]
Test_01_Keijzer Run 2	0.00059644661129920618	105	0.97059644661129918	NaN	NaN	Lower: -3.18245341144794, Upper: 3.09451959610008	0	0	0	0	0	0	0.015926341955919909	0.016781998365859051	0.00036324781334963805	0.00034707423652549749	15	28	0.029908205324777868	0.02940355338870056	0.97024858784028833	0.97059644661129918	Keijzer 1 f(x) = 0.3 * x *sin(2 * PI * x); Interval [-1, 1]	0.019059061187520179	0.018629928516381847	0.97059644661129918	0.10133058394889484	0.97059644661129918	Lower: -3.18245341144794, Upper: 3.09451959610008	00:00:05.1191443	Start: 0, End: 21	Keijzer 1 f(x) = 0.3 * x *sin(2 * PI * x); Interval [-1, 1]	Keijzer 1 f(x) = 0.3 * x *sin(2 * PI * x); Interval [-1, 1]	Start: 21, End: 2022	Start: 0, End: 21	0.0614893413710522 %	1522148231	37153	[[1]]
Test_01_Keijzer Run 3	-0.0085343979360872346	106	0.96146560206391274	NaN	NaN	Lower: -3.18245341144794, Upper: 3.09451959610008	0	0	0	0	0	0	0.018592593448072806	0.018787907852525945	0.00045983678144419389	0.00045485307734189522	13	18	0.037860910292886733	0.038534397936087157	0.96225655994244574	0.96146560206391274	Keijzer 1 f(x) = 0.3 * x *sin(2 * PI * x); Interval [-1, 1]	0.02144380519973528	0.021327284809414798	0.96146560206391274	0.04991112404951821	0.96146560206391274	Lower: -3.18245341144794, Upper: 3.09451959610008	00:00:05.6427927	Start: 0, End: 21	Keijzer 1 f(x) = 0.3 * x *sin(2 * PI * x); Interval [-1, 1]	Keijzer 1 f(x) = 0.3 * x *sin(2 * PI * x); Interval [-1, 1]	Start: 21, End: 2022	Start: 0, End: 21	-0.87983483877188 %	871594150	37138	[[1]]
Test_01_Keijzer Run 4	0.016886072136576447	111	0.98688607213657642	NaN	NaN	Lower: -3.18245341144794, Upper: 3.09451959610008	0	0	0	0	0	0	0.011532721384821535	0.010414085538747392	0.00017026716835848236	0.000154794437287203	13	16	0.014019039466130022	0.013113927863423424	0.98600383564775451	0.98688607213657642	Keijzer 1 f(x) = 0.3 * x *sin(2 * PI * x); Interval [-1, 1]	0.013048646227041423	0.012441641261795125	0.98688607213657642	0.064267460273918678	0.98688607213657642	Lower: -3.18245341144794, Upper: 3.09451959610008	00:00:05.8399081	Start: 0, End: 21	Keijzer 1 f(x) = 0.3 * x *sin(2 * PI * x); Interval [-1, 1]	Keijzer 1 f(x) = 0.3 * x *sin(2 * PI * x); Interval [-1, 1]	Start: 21, End: 2022	Start: 0, End: 21	1.7408321790285 %	1747921678	37128	[[1]]
Test_01_Keijzer Run 5	-0.029438667519724793	75	0.94056133248027518	NaN	NaN	Lower: -3.18245341144794, Upper: 3.09451959610008	0	0	0	0	0	0	0.046326829864285053	0.023900233922883124	0.0048619999163658926	0.0007016033020495146	11	21	0.40031539473510491	0.059438667519725173	0.65450590020338073	0.94056133248027518	Keijzer 1 f(x) = 0.3 * x *sin(2 * PI * x); Interval [-1, 1]	0.069728042539324825	0.026487795341430639	0.94056133248027518	0.069409520277909434	0.94056133248027518	Lower: -3.18245341144794, Upper: 3.09451959610008	00:00:05.1598183	Start: 0, End: 21	Keijzer 1 f(x) = 0.3 * x *sin(2 * PI * x); Interval [-1, 1]	Keijzer 1 f(x) = 0.3 * x *sin(2 * PI * x); Interval [-1, 1]	Start: 21, End: 2022	Start: 0, End: 21	-3.03491417729122 %	416674449	37138	[[1]]
Test_01_Keijzer Run 6	-0.019219681136955491	97	0.95078031886304448	NaN	NaN	Lower: -3.18245341144794, Upper: 3.09451959610008	0	0	0	0	0	0	0.014313645504744784	0.017378730933517304	0.00030755435361430903	0.00058098023143019568	27	40	0.025322654172655223	0.049219681136955795	0.97602064243724718	0.95078031886304448	Keijzer 1 f(x) = 0.3 * x *sin(2 * PI * x); Interval [-1, 1]	0.017537227649041597	0.024103531513664043	0.95078031886304448	0.063444708202686911	0.95078031886304448	Lower: -3.18245341144794, Upper: 3.09451959610008	00:00:05.6134578	Start: 0, End: 21	Keijzer 1 f(x) = 0.3 * x *sin(2 * PI * x); Interval [-1, 1]	Keijzer 1 f(x) = 0.3 * x *sin(2 * PI * x); Interval [-1, 1]	Start: 21, End: 2022	Start: 0, End: 21	-1.98141042649026 %	949819882	37138	[[1]]
Test_01_Keijzer Run 7	-0.044266254651940673	31	0.9257337453480593	NaN	NaN	Lower: -3.18245341144794, Upper: 3.09451959610008	0	0	0	0	0	0	0.022918318341564388	0.022974714013661461	0.00089419454871095586	0.00087662546401061456	8	10	0.073623992162624621	0.074266254651940727	0.92653377420062144	0.9257337453480593	Keijzer 1 f(x) = 0.3 * x *sin(2 * PI * x); Interval [-1, 1]	0.029903085939597535	0.029607861523767882	0.9257337453480593	0.11821952870102038	0.9257337453480593	Lower: -3.18245341144794, Upper: 3.09451959610008	00:00:05.1965151	Start: 0, End: 21	Keijzer 1 f(x) = 0.3 * x *sin(2 * PI * x); Interval [-1, 1]	Keijzer 1 f(x) = 0.3 * x *sin(2 * PI * x); Interval [-1, 1]	Start: 21, End: 2022	Start: 0, End: 21	-4.56353140741656 %	127153764	37108	[[1]]
Test_01_Keijzer Run 8	0.012303380282249088	41	0.98230338028224906	NaN	NaN	Lower: -3.18245341144794, Upper: 3.09451959610008	0	0	0	0	0	0	0.013462883178588738	0.012769808797701329	0.00022744875786185877	0.0002088877047078541	9	12	0.018727116588174577	0.017696619717751036	0.98127910757675152	0.98230338028224906	Keijzer 1 f(x) = 0.3 * x *sin(2 * PI * x); Interval [-1, 1]	0.01508140437299719	0.014452947959079285	0.98230338028224906	0.1150494986295412	0.98230338028224906	Lower: -3.18245341144794, Upper: 3.09451959610008	00:00:04.9524647	Start: 0, End: 21	Keijzer 1 f(x) = 0.3 * x *sin(2 * PI * x); Interval [-1, 1]	Keijzer 1 f(x) = 0.3 * x *sin(2 * PI * x); Interval [-1, 1]	Start: 21, End: 2022	Start: 0, End: 21	1.26838971981949 %	297753502	37118	[[1]]
Test_01_Keijzer Run 9	-0.00719916344281657	106	0.9628008365571834	NaN	NaN	Lower: -3.18245341144794, Upper: 3.09451959610008	0	1	0	0	1	0	0.017347868406257662	0.015583104730323668	0.00055840171551113855	0.0004434773241190208	14	27	0.045976307488849982	0.03757066299979811	0.95585836368337718	0.9628008365571834	Keijzer 1 f(x) = 0.3 * x *sin(2 * PI * x); Interval [-1, 1]	0.023630525079040003	0.021058901303701028	0.9628008365571834	0.10407325059174888	0.9628008365571834	Lower: -3.18245341144794, Upper: 3.09451959610008	00:00:05.7507800	Start: 0, End: 21	Keijzer 1 f(x) = 0.3 * x *sin(2 * PI * x); Interval [-1, 1]	Keijzer 1 f(x) = 0.3 * x *sin(2 * PI * x); Interval [-1, 1]	Start: 21, End: 2022	Start: 0, End: 21	-0.742181798228512 %	951882019	37193	[[1]]
Test_01_Keijzer Run 10	-0.020611491964669715	102	0.94938850803533026	NaN	NaN	Lower: -3.18245341144794, Upper: 3.09451959610008	0	0	0	0	0	0	0.019576443732520842	0.020462075994486104	0.00056016815845924323	0.00059740891520289655	16	42	0.046121748525092453	0.0506114919646696	0.95428346648645934	0.94938850803533026	Keijzer 1 f(x) = 0.3 * x *sin(2 * PI * x); Interval [-1, 1]	0.023667871861644915	0.0244419499059076	0.94938850803533026	0.088317730858020138	0.94938850803533026	Lower: -3.18245341144794, Upper: 3.09451959610008	00:00:05.4601100	Start: 0, End: 21	Keijzer 1 f(x) = 0.3 * x *sin(2 * PI * x); Interval [-1, 1]	Keijzer 1 f(x) = 0.3 * x *sin(2 * PI * x); Interval [-1, 1]	Start: 21, End: 2022	Start: 0, End: 21	-2.12489607883193 %	2138706090	37193	[[1]]
Test_01_Keijzer Run 11	-0.053644882378897529	97	0.91635511762110244	NaN	NaN	Lower: -3.18245341144794, Upper: 3.09451959610008	0	1239	0	0	13	0	0.049356107311200076	0.050292809671982144	0.0047237866053954055	0.0046448158753623668	12	17	0.3889355269665844	0.39350109342347567	0.87982664845043823	0.91635511762110244	Keijzer 1 f(x) = 0.3 * x *sin(2 * PI * x); Interval [-1, 1]	0.0687298087105981	0.068152886038394339	0.91635511762110244	0.11263232337973739	0.91635511762110244	Lower: -3.18245341144794, Upper: 3.09451959610008	00:00:05.6386250	Start: 0, End: 21	Keijzer 1 f(x) = 0.3 * x *sin(2 * PI * x); Interval [-1, 1]	Keijzer 1 f(x) = 0.3 * x *sin(2 * PI * x); Interval [-1, 1]	Start: 21, End: 2022	Start: 0, End: 21	-5.53040024524717 %	1880684112	37183	[[1]]
Test_01_Keijzer Run 1	-0.2276427536700788	106	0.74235724632992117	NaN	NaN	Lower: -8.88986487282066, Upper: 8.79978633026919	0	539	0	0	5	0	0.093074208610398668	0.086012846330839027	0.018662936942449838	0.015020509545781456	17	22	0.32663692124348348	0.26848295946880385	0.68877161747611682	0.74235724632992117	Keijzer 2 f(x) = 0.3 * x *sin(2 * PI * x); Interval [-2, 2]	0.13661236013790934	0.122558188407717	0.74235724632992117	0.035973416266078029	0.74235724632992117	Lower: -8.88986487282066, Upper: 8.79978633026919	00:00:05.3981136	Start: 0, End: 41	Keijzer 2 f(x) = 0.3 * x *sin(2 * PI * x); Interval [-2, 2]	Keijzer 2 f(x) = 0.3 * x *sin(2 * PI * x); Interval [-2, 2]	Start: 41, End: 4042	Start: 0, End: 41	-23.4683251206267 %	551893647	37133	[[1]]
Test_01_Keijzer Run 2	-0.19197650858982018	100	0.77802349141017979	NaN	NaN	Lower: -8.88986487282066, Upper: 8.79978633026919	0	0	0	0	0	0	0.097260761528806514	0.096861491078811757	0.012585061890087179	0.012418666245371354	16	25	0.22026253864077874	0.22197650858982054	0.77982655413866953	0.77802349141017979	Keijzer 2 f(x) = 0.3 * x *sin(2 * PI * x); Interval [-2, 2]	0.11218316223964797	0.11143906965410001	0.77802349141017979	0.041481824692872364	0.77802349141017979	Lower: -8.88986487282066, Upper: 8.79978633026919	00:00:05.4772102	Start: 0, End: 41	Keijzer 2 f(x) = 0.3 * x *sin(2 * PI * x); Interval [-2, 2]	Keijzer 2 f(x) = 0.3 * x *sin(2 * PI * x); Interval [-2, 2]	Start: 41, End: 4042	Start: 0, End: 41	-19.7913926381258 %	1308963075	37158	[[1]]
Test_01_Keijzer Run 3	-0.3569826825251331	89	0.61301731747486687	NaN	NaN	Lower: -8.88986487282066, Upper: 8.79978633026919	0	1	0	0	1	0	0.13134327800490736	0.1287499764306628	0.022729493287219339	0.021651285019765574	9	13	0.39780939793429793	0.38700425313080239	0.60519220182782829	0.61301731747486687	Keijzer 2 f(x) = 0.3 * x *sin(2 * PI * x); Interval [-2, 2]	0.15076303687316508	0.14714375630574875	0.61301731747486687	0.069959281128728373	0.61301731747486687	Lower: -8.88986487282066, Upper: 8.79978633026919	00:00:04.4877029	Start: 0, End: 41	Keijzer 2 f(x) = 0.3 * x *sin(2 * PI * x); Interval [-2, 2]	Keijzer 2 f(x) = 0.3 * x *sin(2 * PI * x); Interval [-2, 2]	Start: 41, End: 4042	Start: 0, End: 41	-36.8023384046529 %	1344552288	37113	[[1]]
Test_01_Keijzer Run 4	-0.21901222194637238	105	0.7509877780536276	NaN	NaN	Lower: -8.88986487282066, Upper: 8.79978633026919	0	0	0	0	0	0	0.099026127577345316	0.099244350559639039	0.01429608596146518	0.013931202427751603	14	19	0.25020871681047513	0.24901222194637224	0.74980060131515736	0.7509877780536276	Keijzer 2 f(x) = 0.3 * x *sin(2 * PI * x); Interval [-2, 2]	0.11956624089376224	0.11803051481609153	0.7509877780536276	0.04633330306441439	0.7509877780536276	Lower: -8.88986487282066, Upper: 8.79978633026919	00:00:05.2051276	Start: 0, End: 41	Keijzer 2 f(x) = 0.3 * x *sin(2 * PI * x); Interval [-2, 2]	Keijzer 2 f(x) = 0.3 * x *sin(2 * PI * x); Interval [-2, 2]	Start: 41, End: 4042	Start: 0, End: 41	-22.5785795821002 %	574185726	37138	[[1]]
Test_01_Keijzer Run 5	-0.19487160756184285	110	0.77512839243815712	NaN	NaN	Lower: -8.88986487282066, Upper: 8.79978633026919	0	2081	0	0	25	0	0.11444230727724719	0.099051225803378717	0.030533792076676849	0.025398471959648821	19	55	0.53439948216988509	0.45398306208773653	0.72610502273157507	0.77512839243815712	Keijzer 2 f(x) = 0.3 * x *sin(2 * PI * x); Interval [-2, 2]	0.17473921161741818	0.15936898054404697	0.77512839243815712	0.024225602401740157	0.77512839243815712	Lower: -8.88986487282066, Upper: 8.79978633026919	00:00:05.6786603	Start: 0, End: 41	Keijzer 2 f(x) = 0.3 * x *sin(2 * PI * x); Interval [-2, 2]	Keijzer 2 f(x) = 0.3 * x *sin(2 * PI * x); Interval [-2, 2]	Start: 41, End: 4042	Start: 0, End: 41	-20.0898564496745 %	1564094695	37198	[[1]]
Test_01_Keijzer Run 6	-0.24481961003735775	94	0.72518038996264222	NaN	NaN	Lower: -8.88986487282066, Upper: 8.79978633026919	0	1	0	0	1	0	0.11265479574311685	0.10583059039233558	0.019618497980006994	0.015376225678630596	21	40	0.34336105830349578	0.27484118052562267	0.66220446268515032	0.72518038996264222	Keijzer 2 f(x) = 0.3 * x *sin(2 * PI * x); Interval [-2, 2]	0.14006604863423183	0.12400090999113916	0.72518038996264222	0.031933482741790573	0.72518038996264222	Lower: -8.88986487282066, Upper: 8.79978633026919	00:00:05.4069954	Start: 0, End: 41	Keijzer 2 f(x) = 0.3 * x *sin(2 * PI * x); Interval [-2, 2]	Keijzer 2 f(x) = 0.3 * x *sin(2 * PI * x); Interval [-2, 2]	Start: 41, End: 4042	Start: 0, End: 41	-25.2391350553977 %	49927138	37138	[[1]]
Test_01_Keijzer Run 7	-0.30417467344301619	23	0.66582532655698379	NaN	NaN	Lower: -8.88986487282066, Upper: 8.79978633026919	0	1487	0	0	15	0	0.12457663552630664	0.11555038745480488	0.043077544064279057	0.018861135977812957	13	21	0.7539390188841073	0.33713194554634529	0.39791514958589919	0.66582532655698379	Keijzer 2 f(x) = 0.3 * x *sin(2 * PI * x); Interval [-2, 2]	0.20755130465569002	0.13733585102882989	0.66582532655698379	0.035032529617391825	0.66582532655698379	Lower: -8.88986487282066, Upper: 8.79978633026919	00:00:04.9334369	Start: 0, End: 41	Keijzer 2 f(x) = 0.3 * x *sin(2 * PI * x); Interval [-2, 2]	Keijzer 2 f(x) = 0.3 * x *sin(2 * PI * x); Interval [-2, 2]	Start: 41, End: 4042	Start: 0, End: 41	-31.358213757012 %	1689012942	37108	[[1]]
Test_01_Keijzer Run 8	-0.31305448178385453	103	0.65694551821614544	NaN	NaN	Lower: -8.88986487282066, Upper: 8.79978633026919	0	0	0	0	0	0	0.10734801743997244	0.11126264057327531	0.017621730805928434	0.019192477349595886	20	26	0.30841383192683858	0.34305448178385389	0.69340927799368524	0.65694551821614544	Keijzer 2 f(x) = 0.3 * x *sin(2 * PI * x); Interval [-2, 2]	0.13274686740533065	0.13853691691962791	0.65694551821614544	0.039693177440253205	0.65694551821614544	Lower: -8.88986487282066, Upper: 8.79978633026919	00:00:05.2839421	Start: 0, End: 41	Keijzer 2 f(x) = 0.3 * x *sin(2 * PI * x); Interval [-2, 2]	Keijzer 2 f(x) = 0.3 * x *sin(2 * PI * x); Interval [-2, 2]	Start: 41, End: 4042	Start: 0, End: 41	-32.2736579158613 %	1735823448	37128	[[1]]
Test_01_Keijzer Run 9	-0.18758932256842686	108	0.78241067743157311	NaN	NaN	Lower: -8.88986487282066, Upper: 8.79978633026919	0	1	0	0	1	0	0.096844377857246686	0.092472874706959668	0.015532482897833273	0.012174428135722688	13	43	0.27184801666855712	0.21761089300975817	0.73653953295113894	0.78241067743157311	Keijzer 2 f(x) = 0.3 * x *sin(2 * PI * x); Interval [-2, 2]	0.12462938216100276	0.11033779105874236	0.78241067743157311	0.048678681945382073	0.78241067743157311	Lower: -8.88986487282066, Upper: 8.79978633026919	00:00:05.3062020	Start: 0, End: 41	Keijzer 2 f(x) = 0.3 * x *sin(2 * PI * x); Interval [-2, 2]	Keijzer 2 f(x) = 0.3 * x *sin(2 * PI * x); Interval [-2, 2]	Start: 41, End: 4042	Start: 0, End: 41	-19.3391054194255 %	852549411	37193	[[1]]
Test_01_Keijzer Run 10	-0.22673773912807094	99	0.743262260871929	NaN	NaN	Lower: -8.88986487282066, Upper: 8.79978633026919	0	0	0	0	0	0	0.10261357373268205	0.10664565161712966	0.013624813022155818	0.014363413115548644	13	16	0.23846016260991112	0.25673773912807041	0.76221100332429537	0.743262260871929	Keijzer 2 f(x) = 0.3 * x *sin(2 * PI * x); Interval [-2, 2]	0.11672537437145283	0.11984745769330547	0.743262260871929	0.09273853697714679	0.743262260871929	Lower: -8.88986487282066, Upper: 8.79978633026919	00:00:05.0158211	Start: 0, End: 41	Keijzer 2 f(x) = 0.3 * x *sin(2 * PI * x); Interval [-2, 2]	Keijzer 2 f(x) = 0.3 * x *sin(2 * PI * x); Interval [-2, 2]	Start: 41, End: 4042	Start: 0, End: 41	-23.3750246523784 %	1903962344	37163	[[1]]
Test_01_Keijzer Run 11	-0.27029585244638377	76	0.69970414755361621	NaN	NaN	Lower: -8.88986487282066, Upper: 8.79978633026919	0	1835	0	0	19	0	0.10932501290493506	0.11170837269036066	0.016820784096031979	0.016803024502641574	16	22	0.29439573990801993	0.30034438796805335	0.7092340231786487	0.69970414755361621	Keijzer 2 f(x) = 0.3 * x *sin(2 * PI * x); Interval [-2, 2]	0.12969496557704921	0.12962648071532906	0.69970414755361621	0.046457267854536556	0.69970414755361621	Lower: -8.88986487282066, Upper: 8.79978633026919	00:00:05.0480664	Start: 0, End: 41	Keijzer 2 f(x) = 0.3 * x *sin(2 * PI * x); Interval [-2, 2]	Keijzer 2 f(x) = 0.3 * x *sin(2 * PI * x); Interval [-2, 2]	Start: 41, End: 4042	Start: 0, End: 41	-27.8655517985963 %	57720071	37093	[[1]]
Test_01_Keijzer Run 1	-0.3544713171347772	104	0.61552868286522278	NaN	NaN	Lower: -14.5965731449463, Upper: 14.5057562536854	0	0	0	0	0	0	0.17736953425446303	0.17764315414658796	0.050037789592502845	0.050042078769290919	9	12	0.37870488286501475	0.38447131713477722	0.621413780784556	0.61552868286522278	Keijzer 3 f(x) = 0.3 * x *sin(2 * PI * x); Interval [-3, 3]	0.22369128188756673	0.22370086895068361	0.61552868286522278	0.023588975039751242	0.61552868286522278	Lower: -14.5965731449463, Upper: 14.5057562536854	00:00:05.0740755	Start: 0, End: 61	Keijzer 3 f(x) = 0.3 * x *sin(2 * PI * x); Interval [-3, 3]	Keijzer 3 f(x) = 0.3 * x *sin(2 * PI * x); Interval [-3, 3]	Start: 61, End: 6062	Start: 0, End: 61	-36.5434347561626 %	403580046	37148	[[1]]
Test_01_Keijzer Run 2	-0.37730896248071122	53	0.59269103751928875	NaN	NaN	Lower: -14.5965731449463, Upper: 14.5057562536854	0	2744	0	0	28	0	0.19408007739066213	0.18288510019946019	0.057625347610742929	0.05319803454181192	11	16	0.436130386547927	0.40871840083955846	0.56673480603038739	0.59269103751928875	Keijzer 3 f(x) = 0.3 * x *sin(2 * PI * x); Interval [-3, 3]	0.240052801714004	0.23064699118308896	0.59269103751928875	0.0619159367732351	0.59269103751928875	Lower: -14.5965731449463, Upper: 14.5057562536854	00:00:05.3662167	Start: 0, End: 61	Keijzer 3 f(x) = 0.3 * x *sin(2 * PI * x); Interval [-3, 3]	Keijzer 3 f(x) = 0.3 * x *sin(2 * PI * x); Interval [-3, 3]	Start: 61, End: 6062	Start: 0, End: 61	-38.8978311835785 %	1950754860	37118	[[1]]
Test_01_Keijzer Run 3	-0.3768485812646174	72	0.59315141873538257	NaN	NaN	Lower: -14.5965731449463, Upper: 14.5057562536854	0	0	0	0	0	0	0.1892171122844607	0.18936390883653625	0.053333094993341087	0.05295466226855397	10	14	0.40364499824564964	0.406848581264617	0.59643254498566245	0.59315141873538257	Keijzer 3 f(x) = 0.3 * x *sin(2 * PI * x); Interval [-3, 3]	0.23093959165405373	0.23011880033703019	0.59315141873538257	0.022937958068435831	0.59315141873538257	Lower: -14.5965731449463, Upper: 14.5057562536854	00:00:05.2506329	Start: 0, End: 61	Keijzer 3 f(x) = 0.3 * x *sin(2 * PI * x); Interval [-3, 3]	Keijzer 3 f(x) = 0.3 * x *sin(2 * PI * x); Interval [-3, 3]	Start: 61, End: 6062	Start: 0, End: 61	-38.8503692025379 %	1367226110	37088	[[1]]
Test_01_Keijzer Run 4	-0.13037396775901322	104	0.83962603224098675	NaN	NaN	Lower: -14.5965731449463, Upper: 14.5057562536854	0	1	0	0	1	0	0.12762036421541065	0.12071410159589142	0.02341258155730238	0.020874534506430138	11	22	0.17719525639386455	0.16037822515853639	0.823306667375973	0.83962603224098675	Keijzer 3 f(x) = 0.3 * x *sin(2 * PI * x); Interval [-3, 3]	0.15301170398797073	0.14448022185209344	0.83962603224098675	0.058246620670809157	0.83962603224098675	Lower: -14.5965731449463, Upper: 14.5057562536854	00:00:05.0078578	Start: 0, End: 61	Keijzer 3 f(x) = 0.3 * x *sin(2 * PI * x); Interval [-3, 3]	Keijzer 3 f(x) = 0.3 * x *sin(2 * PI * x); Interval [-3, 3]	Start: 61, End: 6062	Start: 0, End: 61	-13.440615232888 %	500966681	37128	[[1]]
Test_01_Keijzer Run 5	-0.38685391441022354	109	0.58314608558977643	NaN	NaN	Lower: -14.5965731449463, Upper: 14.5057562536854	0	0	0	0	0	0	0.20229985418442473	0.20541361150405979	0.053893148294858584	0.054256938009477271	9	13	0.40788369307363243	0.41685391441022379	0.59233151744469459	0.58314608558977643	Keijzer 3 f(x) = 0.3 * x *sin(2 * PI * x); Interval [-3, 3]	0.23214897866425901	0.23293118728387849	0.58314608558977643	0.019063850440556685	0.58314608558977643	Lower: -14.5965731449463, Upper: 14.5057562536854	00:00:05.0555875	Start: 0, End: 61	Keijzer 3 f(x) = 0.3 * x *sin(2 * PI * x); Interval [-3, 3]	Keijzer 3 f(x) = 0.3 * x *sin(2 * PI * x); Interval [-3, 3]	Start: 61, End: 6062	Start: 0, End: 61	-39.8818468464148 %	844654810	37118	[[1]]
Test_01_Keijzer Run 6	-0.38668389261186342	109	0.58331610738813655	NaN	NaN	Lower: -14.5965731449463, Upper: 14.5057562536854	0	0	0	0	0	0	0.20189643265357377	0.20510425117261327	0.053816072458820807	0.05423480828523821	10	13	0.4073003540473461	0.41668389261186395	0.59292782045931436	0.58331610738813655	Keijzer 3 f(x) = 0.3 * x *sin(2 * PI * x); Interval [-3, 3]	0.23198291415279015	0.23288367973140198	0.58331610738813655	0.011986423522814295	0.58331610738813655	Lower: -14.5965731449463, Upper: 14.5057562536854	00:00:06.0305009	Start: 0, End: 61	Keijzer 3 f(x) = 0.3 * x *sin(2 * PI * x); Interval [-3, 3]	Keijzer 3 f(x) = 0.3 * x *sin(2 * PI * x); Interval [-3, 3]	Start: 61, End: 6062	Start: 0, End: 61	-39.8643188259653 %	782280062	37123	[[1]]
Test_01_Keijzer Run 7	-0.37966456367683266	110	0.59033543632316732	NaN	NaN	Lower: -14.5965731449463, Upper: 14.5057562536854	0	1809	0	0	18	0	0.18346296154005332	0.1763709772449874	0.055608316023852009	0.053443716518013475	14	22	0.4208647299897702	0.4106059657711027	0.5814349395722731	0.59033543632316732	Keijzer 3 f(x) = 0.3 * x *sin(2 * PI * x); Interval [-3, 3]	0.23581415569013664	0.23117897075212848	0.59033543632316732	0.022252747149358636	0.59033543632316732	Lower: -14.5965731449463, Upper: 14.5057562536854	00:00:05.6260843	Start: 0, End: 61	Keijzer 3 f(x) = 0.3 * x *sin(2 * PI * x); Interval [-3, 3]	Keijzer 3 f(x) = 0.3 * x *sin(2 * PI * x); Interval [-3, 3]	Start: 61, End: 6062	Start: 0, End: 61	-39.1406766677147 %	1616521783	37133	[[1]]
Test_01_Keijzer Run 8	-0.39694286589399486	88	0.57305713410600512	NaN	NaN	Lower: -14.5965731449463, Upper: 14.5057562536854	0	2128	0	0	24	0	0.19234112208538132	0.1849096644074027	0.07655434026977824	0.074264696519815307	16	34	0.57939214942897233	0.570572733783187	0.587397937509357	0.57305713410600512	Keijzer 3 f(x) = 0.3 * x *sin(2 * PI * x); Interval [-3, 3]	0.27668455011037069	0.27251549776079764	0.57305713410600512	0.018261916019254424	0.57305713410600512	Lower: -14.5965731449463, Upper: 14.5057562536854	00:00:06.0930674	Start: 0, End: 61	Keijzer 3 f(x) = 0.3 * x *sin(2 * PI * x); Interval [-3, 3]	Keijzer 3 f(x) = 0.3 * x *sin(2 * PI * x); Interval [-3, 3]	Start: 61, End: 6062	Start: 0, End: 61	-40.9219449375252 %	1754383707	37118	[[1]]
Test_01_Keijzer Run 9	-0.38670067841141187	84	0.5832993215885881	NaN	NaN	Lower: -14.5965731449463, Upper: 14.5057562536854	0	0	0	0	0	0	0.20266319965401369	0.20603084055236845	0.053971630776306408	0.054236993094002213	7	9	0.4084776781234446	0.41670067841141195	0.59171471801327824	0.5832993215885881	Keijzer 3 f(x) = 0.3 * x *sin(2 * PI * x); Interval [-3, 3]	0.23231795190278862	0.23288837045675384	0.5832993215885881	0.0533502921501987	0.5832993215885881	Lower: -14.5965731449463, Upper: 14.5057562536854	00:00:05.1045765	Start: 0, End: 61	Keijzer 3 f(x) = 0.3 * x *sin(2 * PI * x); Interval [-3, 3]	Keijzer 3 f(x) = 0.3 * x *sin(2 * PI * x); Interval [-3, 3]	Start: 61, End: 6062	Start: 0, End: 61	-39.8660493207641 %	1240277211	37103	[[1]]
