	AbsoluteDifferenceBestKnownToBest	Best training solution generation	Best training solution quality	Best training solution.Average relative error (test)	Best training solution.Average relative error (training)	Best training solution.Estimation Limits Results.Estimation Limits	Best training solution.Estimation Limits Results.Test Lower Estimation Limit Hits	Best training solution.Estimation Limits Results.Test NaN Evaluations	Best training solution.Estimation Limits Results.Test Upper Estimation Limit Hits	Best training solution.Estimation Limits Results.Training Lower Estimation Limit Hits	Best training solution.Estimation Limits Results.Training NaN Evaluations	Best training solution.Estimation Limits Results.Training Upper Estimation Limit Hits	Best training solution.Mean absolute error (test)	Best training solution.Mean absolute error (training)	Best training solution.Mean squared error (test)	Best training solution.Mean squared error (training)	Best training solution.Model Depth	Best training solution.Model Length	Best training solution.Normalized mean squared error (test)	Best training solution.Normalized mean squared error (training)	Best training solution.Pearson's R² (test)	Best training solution.Pearson's R² (training)	Best training solution.ProblemData	Best training solution.Root mean squared error (test)	Best training solution.Root mean squared error (training)	BestQuality	CurrentAverageQuality	CurrentBestQuality	EstimationLimits	Execution Time	Problem Name	ProblemData	RelativeDifferenceBestKnownToBest	Seed	SymbolicExpressionTreeInterpreter.EvaluatedSolutions	Variable impacts
Test_01_Korn Run 1	0.030000000000000027	0	1	0.00000000000008342505 %	0.00000000000008344426 %	Lower: -24304.1290987541, Upper: 24273.2038244294	0	0	0	0	0	0	4.7457615615087432E-13	4.76047801178936E-13	3.0442478082526945E-25	3.0787533793695504E-25	11	14	6.164095954045395E-31	6.264007968741959E-31	1	1	Korns 1 y = 1.57 + (24.3 * X3)	5.5174702611366152E-13	5.5486515293083154E-13	1	0.0799447031589198	1	Lower: -24304.1290987541, Upper: 24273.2038244294	00:00:24.3600092	Korns 1 y = 1.57 + (24.3 * X3)	Korns 1 y = 1.57 + (24.3 * X3)	3.09278350515464 %	11102380	28821	[[0.273][0.202][0.181][0.174][0.17]]
Test_01_Korn Run 2	0.030000000000000027	1	1	0.00000000000013773902 %	0.00000000000013664368 %	Lower: -24304.1290987541, Upper: 24273.2038244294	0	0	0	0	0	0	7.0849626165880864E-13	7.0678396468792928E-13	6.7375995390802337E-25	6.7255028588635088E-25	6	9	1.3642519490770407E-30	1.3683656438355167E-30	0.99999999999999933	1	Korns 1 y = 1.57 + (24.3 * X3)	8.208288213190515E-13	8.2009163261574065E-13	1	0.060001189003548457	1	Lower: -24304.1290987541, Upper: 24273.2038244294	00:00:23.2541492	Korns 1 y = 1.57 + (24.3 * X3)	Korns 1 y = 1.57 + (24.3 * X3)	3.09278350515464 %	779448582	28826	[[0.298][0.224][0.181][0.151][0.146]]
Test_01_Korn Run 3	0.030000000000000027	0	1	0.00000000000309463951 %	0.00000000000299184562 %	Lower: -24304.1290987541, Upper: 24273.2038244294	0	0	0	0	0	0	3.8422625525669221E-12	3.8693771298170534E-12	2.2067068745136589E-23	2.2296972431598008E-23	8	12	4.4682147360273948E-29	4.5365248780969431E-29	0.99999999999999889	1	Korns 1 y = 1.57 + (24.3 * X3)	4.6975598713732847E-12	4.72196700873672E-12	1	0.10797263841400646	1	Lower: -24304.1290987541, Upper: 24273.2038244294	00:00:16.8849218	Korns 1 y = 1.57 + (24.3 * X3)	Korns 1 y = 1.57 + (24.3 * X3)	3.09278350515464 %	1297192619	28821	[[0.237][0.215][0.197][0.179][0.172]]
Test_01_Korn Run 4	0.030000000000000027	0	1	0.00000000000227449547 %	0.00000000000218828684 %	Lower: -24304.1290987541, Upper: 24273.2038244294	0	0	0	0	0	0	2.5816150550639351E-12	2.5561460947898239E-12	9.9017701263977033E-24	9.7494157440247316E-24	8	15	2.0049439145050372E-29	1.983608635897126E-29	1	1	Korns 1 y = 1.57 + (24.3 * X3)	3.1467078234875418E-12	3.1224054419669353E-12	1	0.091697350914960646	1	Lower: -24304.1290987541, Upper: 24273.2038244294	00:00:19.8121678	Korns 1 y = 1.57 + (24.3 * X3)	Korns 1 y = 1.57 + (24.3 * X3)	3.09278350515464 %	2045971369	28821	[[0.364][0.211][0.195][0.117][0.113]]
Test_01_Korn Run 5	0.030000000000000027	0	1	0.00000000000056285968 %	0.00000000000055920024 %	Lower: -24304.1290987541, Upper: 24273.2038244294	0	0	0	0	0	0	3.23166937654662E-12	3.2201225463879269E-12	1.3927056252317425E-23	1.3857240437738617E-23	5	7	2.8199974674843013E-29	2.8193834916567093E-29	0.99999999999999911	1	Korns 1 y = 1.57 + (24.3 * X3)	3.7318971384963736E-12	3.7225314555740982E-12	1	0.0955095275902397	1	Lower: -24304.1290987541, Upper: 24273.2038244294	00:00:18.8077729	Korns 1 y = 1.57 + (24.3 * X3)	Korns 1 y = 1.57 + (24.3 * X3)	3.09278350515464 %	678564509	28821	[[0.307][0.177][0.174][0.174][0.168]]
Test_01_Korn Run 6	0.030000000000000027	0	1	0.00000000000028368598 %	0.00000000000028356051 %	Lower: -24304.1290987541, Upper: 24273.2038244294	0	0	0	0	0	0	1.7118309991737136E-12	1.7066999147274941E-12	3.9095352140876135E-24	3.89743749010314E-24	7	10	7.916159167471777E-30	7.9296963697297067E-30	1	1	Korns 1 y = 1.57 + (24.3 * X3)	1.9772544636661244E-12	1.9741928705430835E-12	1	0.080838865344924141	1	Lower: -24304.1290987541, Upper: 24273.2038244294	00:00:20.3717028	Korns 1 y = 1.57 + (24.3 * X3)	Korns 1 y = 1.57 + (24.3 * X3)	3.09278350515464 %	721239354	28821	[[0.233][0.21][0.196][0.181][0.181]]
Test_01_Korn Run 7	0.030000000000000027	0	1	0.00000000000111503124 %	0.00000000000107600341 %	Lower: -24304.1290987541, Upper: 24273.2038244294	0	0	0	0	0	0	2.4115989649686755E-12	2.3946257865503638E-12	8.0968468761045519E-24	7.9952518408169792E-24	6	9	1.6394769484343539E-29	1.6267077960376357E-29	1	1	Korns 1 y = 1.57 + (24.3 * X3)	2.8454958928286212E-12	2.8275876362753073E-12	1	0.082839280573861612	1	Lower: -24304.1290987541, Upper: 24273.2038244294	00:00:23.4142435	Korns 1 y = 1.57 + (24.3 * X3)	Korns 1 y = 1.57 + (24.3 * X3)	3.09278350515464 %	837187817	28821	[[0.267][0.205][0.192][0.187][0.149]]
Test_01_Korn Run 8	0.030000000000000027	0	1	0.00000000000041695877 %	0.00000000000041591785 %	Lower: -24304.1290987541, Upper: 24273.2038244294	0	0	0	0	0	0	2.4959790567713468E-12	2.4883529015085061E-12	8.311134818531398E-24	8.2817901529982732E-24	5	7	1.6828666959881882E-29	1.685006660860021E-29	1	1	Korns 1 y = 1.57 + (24.3 * X3)	2.8829038864539687E-12	2.8778099577627207E-12	1	0.10686586436748638	1	Lower: -24304.1290987541, Upper: 24273.2038244294	00:00:20.3166404	Korns 1 y = 1.57 + (24.3 * X3)	Korns 1 y = 1.57 + (24.3 * X3)	3.09278350515464 %	1863646465	28821	[[0.314][0.202][0.185][0.176][0.123]]
Test_01_Korn Run 9	0.030000000000000027	0	1	0.00000000000069591754 %	0.00000000000069076781 %	Lower: -24304.1290987541, Upper: 24273.2038244294	0	0	0	0	0	0	3.9162185050400922E-12	3.9035069177018041E-12	2.0455456327413062E-23	2.0373402786535929E-23	7	10	4.1418900013376424E-29	4.1451568761699171E-29	1	1	Korns 1 y = 1.57 + (24.3 * X3)	4.5227708683298411E-12	4.51369059490523E-12	1	0.090510265623964511	1	Lower: -24304.1290987541, Upper: 24273.2038244294	00:00:21.8336673	Korns 1 y = 1.57 + (24.3 * X3)	Korns 1 y = 1.57 + (24.3 * X3)	3.09278350515464 %	1762685930	28821	[[0.25][0.227][0.197][0.174][0.153]]
Test_01_Korn Run 10	0.030000000000000027	2	1	0.00000000000027619591 %	0.00000000000027289173 %	Lower: -24304.1290987541, Upper: 24273.2038244294	0	0	0	0	0	0	1.4440162510176436E-12	1.4366593914516558E-12	2.788350065287256E-24	2.7643936112603377E-24	5	7	5.6459455466486878E-30	5.6244140000652006E-30	1	1	Korns 1 y = 1.57 + (24.3 * X3)	1.6698353407708365E-12	1.6626465683543023E-12	1	0.069791547684623048	1	Lower: -24304.1290987541, Upper: 24273.2038244294	00:00:19.6912653	Korns 1 y = 1.57 + (24.3 * X3)	Korns 1 y = 1.57 + (24.3 * X3)	3.09278350515464 %	406454062	28826	[[0.268][0.248][0.2][0.19][0.095]]
Test_01_Korn Run 11	0.030000000000000027	0	1	0.00000000000042282866 %	0.00000000000040828259 %	Lower: -24304.1290987541, Upper: 24273.2038244294	0	0	0	0	0	0	8.867290457459376E-13	8.7980525087516522E-13	1.1016439531512646E-24	1.0852338342598645E-24	6	9	2.2306459467620995E-30	2.208008420325062E-30	1	1	Korns 1 y = 1.57 + (24.3 * X3)	1.04959227948345E-12	1.0417455707896553E-12	1	0.15508132718718595	1	Lower: -24304.1290987541, Upper: 24273.2038244294	00:00:19.9557737	Korns 1 y = 1.57 + (24.3 * X3)	Korns 1 y = 1.57 + (24.3 * X3)	3.09278350515464 %	1391970363	28821	[[0.235][0.232][0.207][0.178][0.148]]
Test_01_Korn Run 1	0.02902380143916683	105	0.9990238014391668	4664.92916796263 %	6130.59351412678 %	Lower: -8564582.29928071, Upper: 8564750.40588309	0	4876	0	0	4993	0	81.72258630062997	63.601551976519822	2703821.573565966	71506.365129740254	26	51	8.9808912800606091	0.0010015949054311335	0.40125253421169249	0.9990238014391668	Korns 2 y = 0.23 + (14.2 * ((X3 + X1) / (3.0 * X4)))	1644.3301291303903	267.4067409953239	0.9990238014391668	0.094799087760581588	0.9990238014391668	Lower: -8564582.29928071, Upper: 8564750.40588309	00:00:27.5732782	Korns 2 y = 0.23 + (14.2 * ((X3 + X1) / (3.0 * X4)))	Korns 2 y = 0.23 + (14.2 * ((X3 + X1) / (3.0 * X4)))	2.99214447826462 %	773704306	28951	[[0.313][0.22][0.186][0.186][0.095]]
Test_01_Korn Run 2	0.029056012030284517	103	0.99905601203028449	13427.1754389077 %	12837.9538766292 %	Lower: -8564582.29928071, Upper: 8564750.40588309	0	9999	0	0	9998	0	120.68629118609303	98.992534791656624	3619805.007800289	74385.597298316512	14	26	12.023380369436886	0.001041924521771817	0.40117269205594036	0.99905601203028449	Korns 2 y = 0.23 + (14.2 * ((X3 + X1) / (3.0 * X4)))	1902.5785155415504	272.73723122873508	0.99905601203028449	0.0161994166098842	0.99905601203028449	Lower: -8564582.29928071, Upper: 8564750.40588309	00:00:20.3714937	Korns 2 y = 0.23 + (14.2 * ((X3 + X1) / (3.0 * X4)))	Korns 2 y = 0.23 + (14.2 * ((X3 + X1) / (3.0 * X4)))	2.99546515776129 %	422149137	28856	[[0.271][0.221][0.181][0.18][0.146]]
Test_01_Korn Run 3	0.029135497530154431	112	0.9991354975301544	145.12044638513 %	141.671331468183 %	Lower: -8564582.29928071, Upper: 8564750.40588309	0	0	0	0	0	0	39.73488144724157	27.920517939263245	980218.44057732623	61718.993307133678	8	13	3.2558491771797482	0.00086450246985149274	0.39180034297662303	0.9991354975301544	Korns 2 y = 0.23 + (14.2 * ((X3 + X1) / (3.0 * X4)))	990.05981666630942	248.43307611333415	0.9991354975301544	0.16143647811461934	0.9991354975301544	Lower: -8564582.29928071, Upper: 8564750.40588309	00:00:22.3614628	Korns 2 y = 0.23 + (14.2 * ((X3 + X1) / (3.0 * X4)))	Korns 2 y = 0.23 + (14.2 * ((X3 + X1) / (3.0 * X4)))	3.00365953919118 %	1103321944	28881	[[0.242][0.218][0.21][0.169][0.162]]
Test_01_Korn Run 4	0.029188160475711156	112	0.99918816047571113	184.322972815569 %	180.362040639087 %	Lower: -8564582.29928071, Upper: 8564750.40588309	0	0	0	0	0	0	37.3770990415603	27.745191056740552	617612.34536006185	57959.253922075834	9	14	2.0514331940870516	0.00081183952429427571	0.37529268360194018	0.99918816047571113	Korns 2 y = 0.23 + (14.2 * ((X3 + X1) / (3.0 * X4)))	785.88316266482127	240.74728227349905	0.99918816047571113	0.069348221946702829	0.99918816047571113	Lower: -8564582.29928071, Upper: 8564750.40588309	00:00:20.6512758	Korns 2 y = 0.23 + (14.2 * ((X3 + X1) / (3.0 * X4)))	Korns 2 y = 0.23 + (14.2 * ((X3 + X1) / (3.0 * X4)))	3.0090887088362 %	1902035917	28881	[[0.282][0.213][0.197][0.163][0.145]]
Test_01_Korn Run 5	0.029247931572750518	101	0.99924793157275049	13429.9699512104 %	12837.9455687253 %	Lower: -8564582.29928071, Upper: 8564750.40588309	0	9998	0	0	9996	0	694.97094841182263	98.07309411391563	3261787297.0256233	60456.107575018345	14	30	NaN	0.000846813136697254	0.15664121644344106	0.99924793157275049	Korns 2 y = 0.23 + (14.2 * ((X3 + X1) / (3.0 * X4)))	57112.059120868893	245.87823729443471	0.99924793157275049	0.030033227929519263	0.99924793157275049	Lower: -8564582.29928071, Upper: 8564750.40588309	00:00:24.2746364	Korns 2 y = 0.23 + (14.2 * ((X3 + X1) / (3.0 * X4)))	Korns 2 y = 0.23 + (14.2 * ((X3 + X1) / (3.0 * X4)))	3.01525067760315 %	512647005	28851	[[0.232][0.229][0.227][0.208][0.104]]
Test_01_Korn Run 6	0.029254827390822968	110	0.99925482739082294	5687.06025264733 %	6295.12332104518 %	Lower: -8564582.29928071, Upper: 8564750.40588309	0	4965	0	0	5020	0	69.855327318587243	62.914309796754878	311162.92672984622	55014.933410575119	12	27	1.033544684555737	0.00077059821075630038	0.0072453163142347475	0.99925482739082294	Korns 2 y = 0.23 + (14.2 * ((X3 + X1) / (3.0 * X4)))	557.81979772131274	234.55262396864188	0.99925482739082294	0.097300783603592317	0.99925482739082294	Lower: -8564582.29928071, Upper: 8564750.40588309	00:00:21.3471617	Korns 2 y = 0.23 + (14.2 * ((X3 + X1) / (3.0 * X4)))	Korns 2 y = 0.23 + (14.2 * ((X3 + X1) / (3.0 * X4)))	3.01596158668278 %	978095976	28901	[[0.3][0.215][0.213][0.138][0.135]]
Test_01_Korn Run 7	0.029082571473113328	106	0.9990825714731133	364.30210494284 %	141.504984761312 %	Lower: -8564582.29928071, Upper: 8564750.40588309	0	0	0	0	0	0	32.466581432654841	27.210722553111236	292852.51708130562	65497.5168780435	7	12	0.97272565716332071	0.00091742852687883871	0.027581761920913158	0.9990825714731133	Korns 2 y = 0.23 + (14.2 * ((X3 + X1) / (3.0 * X4)))	541.158495342451	255.92482661524556	0.9990825714731133	0.027502702732736226	0.9990825714731133	Lower: -8564582.29928071, Upper: 8564750.40588309	00:00:20.9973776	Korns 2 y = 0.23 + (14.2 * ((X3 + X1) / (3.0 * X4)))	Korns 2 y = 0.23 + (14.2 * ((X3 + X1) / (3.0 * X4)))	2.99820324465086 %	36750017	28871	[[0.254][0.227][0.219][0.15][0.149]]
Test_01_Korn Run 8	0.029094553062184225	58	0.9990945530621842	117.037699626067 %	116.317435860546 %	Lower: -8564582.29928071, Upper: 8564750.40588309	0	0	0	0	0	0	39.522151724987921	28.280636839145149	936418.00750564213	64642.121272155222	7	11	3.1103636424528132	0.00090544693783525039	0.39502996138266205	0.9990945530621842	Korns 2 y = 0.23 + (14.2 * ((X3 + X1) / (3.0 * X4)))	967.686936723671	254.24814900438355	0.9990945530621842	0.098252086100851926	0.9990945530621842	Lower: -8564582.29928071, Upper: 8564750.40588309	00:00:21.6491419	Korns 2 y = 0.23 + (14.2 * ((X3 + X1) / (3.0 * X4)))	Korns 2 y = 0.23 + (14.2 * ((X3 + X1) / (3.0 * X4)))	2.99943846001899 %	1924197371	28876	[[0.279][0.215][0.201][0.171][0.133]]
Test_01_Korn Run 9	0.029094553062184225	32	0.9990945530621842	117.037699626134 %	116.317435860609 %	Lower: -8564582.29928071, Upper: 8564750.40588309	0	0	0	0	0	0	39.522151724987957	28.280636839145682	936418.00750564714	64642.121272155237	7	10	3.1103636424528305	0.000905446937835251	0.39502996138266189	0.9990945530621842	Korns 2 y = 0.23 + (14.2 * ((X3 + X1) / (3.0 * X4)))	967.68693672367363	254.24814900438358	0.9990945530621842	0.034998493946217138	0.9990945530621842	Lower: -8564582.29928071, Upper: 8564750.40588309	00:00:19.7578360	Korns 2 y = 0.23 + (14.2 * ((X3 + X1) / (3.0 * X4)))	Korns 2 y = 0.23 + (14.2 * ((X3 + X1) / (3.0 * X4)))	2.99943846001899 %	342618522	28856	[[0.269][0.259][0.193][0.154][0.126]]
Test_01_Korn Run 10	0.029043763593595062	110	0.999043763593595	13427.1321662909 %	12837.9540879737 %	Lower: -8564582.29928071, Upper: 8564750.40588309	0	10000	0	0	9998	0	105.64534603873177	99.064322643716764	309372.56528946286	75528.981975008588	14	22	1.0275979010825627	0.0010579399948705422	0	0.999043763593595	Korns 2 y = 0.23 + (14.2 * ((X3 + X1) / (3.0 * X4)))	556.2126978858563	274.82536632379583	0.999043763593595	0.026710433731577225	0.999043763593595	Lower: -8564582.29928071, Upper: 8564750.40588309	00:00:21.1127023	Korns 2 y = 0.23 + (14.2 * ((X3 + X1) / (3.0 * X4)))	Korns 2 y = 0.23 + (14.2 * ((X3 + X1) / (3.0 * X4)))	2.99420243232939 %	929559540	28906	[[0.256][0.218][0.206][0.171][0.149]]
Test_01_Korn Run 11	0.02934782022400384	87	0.99934782022400381	9461.66203069805 %	6471.55671454343 %	Lower: -8564582.29928071, Upper: 8564750.40588309	0	4941	0	0	4955	0	69.39650171378058	63.3134900411823	262482.82434239989	48200.327649978412	11	24	0.87185106123454414	0.00067514552762871008	0.1367836609993266	0.99934782022400381	Korns 2 y = 0.23 + (14.2 * ((X3 + X1) / (3.0 * X4)))	512.33077629828165	219.54573020211168	0.99934782022400381	0.088712415482425935	0.99934782022400381	Lower: -8564582.29928071, Upper: 8564750.40588309	00:00:21.7400893	Korns 2 y = 0.23 + (14.2 * ((X3 + X1) / (3.0 * X4)))	Korns 2 y = 0.23 + (14.2 * ((X3 + X1) / (3.0 * X4)))	3.02554847670143 %	429685110	28926	[[0.315][0.201][0.194][0.167][0.124]]
Test_01_Korn Run 1	0.0025236380751758603	103	0.97252363807517583	23106.9281920344 %	21577.2220791709 %	Lower: -28047811.2784002, Upper: 28048725.4686219	0	9996	0	0	9997	0	1203.2974202930995	590.62944073764982	1581270213.8722923	23204211.014828503	15	29	NaN	0.027683307408796237	0.78536895962617714	0.97252363807517583	Korns 3 y = -5.41 + (4.9 * (((X3 - X0) + (X1 / X4)) / (3 * X4)))	39765.188467707434	4817.0749438667135	0.97252363807517583	0.036591933574906095	0.97252363807517583	Lower: -28047811.2784002, Upper: 28048725.4686219	00:00:23.8755950	Korns 3 y = -5.41 + (4.9 * (((X3 - X0) + (X1 / X4)) / (3 * X4)))	Korns 3 y = -5.41 + (4.9 * (((X3 - X0) + (X1 / X4)) / (3 * X4)))	0.26016887372947 %	2077114339	28946	[[0.318][0.208][0.165][0.157][0.153]]
Test_01_Korn Run 2	0.0042449034799680874	91	0.97424490347996806	14602.1952723586 %	16465.6948906942 %	Lower: -28047811.2784002, Upper: 28048725.4686219	0	4962	1	0	5055	0	2601.2583971680715	456.42513826423317	44222105237.347923	21664535.006758723	10	19	NaN	0.025846428567533181	0.97612113455513572	0.97424490347996806	Korns 3 y = -5.41 + (4.9 * (((X3 - X0) + (X1 / X4)) / (3 * X4)))	210290.52579074484	4654.51769861913	0.97424490347996806	0.03207868271253006	0.97424490347996806	Lower: -28047811.2784002, Upper: 28048725.4686219	00:00:22.8826331	Korns 3 y = -5.41 + (4.9 * (((X3 - X0) + (X1 / X4)) / (3 * X4)))	Korns 3 y = -5.41 + (4.9 * (((X3 - X0) + (X1 / X4)) / (3 * X4)))	0.437618915460628 %	1370676278	28946	[[0.284][0.23][0.177][0.174][0.135]]
Test_01_Korn Run 3	0.029985261231001981	112	0.999985261231002	243.348990570195 %	227.218846560183 %	Lower: -28047811.2784002, Upper: 28048725.4686219	0	0	0	0	0	0	20.810024424467777	10.551010827388236	442685.93221255357	12354.069574144993	9	16	8.64281620047122E-05	1.4738768991204119E-05	0.99997887836670862	0.999985261231002	Korns 3 y = -5.41 + (4.9 * (((X3 - X0) + (X1 / X4)) / (3 * X4)))	665.34647531384246	111.14886222604797	0.999985261231002	0.040496334195222562	0.999985261231002	Lower: -28047811.2784002, Upper: 28048725.4686219	00:00:20.6415218	Korns 3 y = -5.41 + (4.9 * (((X3 - X0) + (X1 / X4)) / (3 * X4)))	Korns 3 y = -5.41 + (4.9 * (((X3 - X0) + (X1 / X4)) / (3 * X4)))	3.09126404443319 %	1465473859	28901	[[0.258][0.229][0.193][0.162][0.158]]
Test_01_Korn Run 4	-0.0543065631217412	112	0.91569343687825877	13848.6500901392 %	12744.7032038861 %	Lower: -28047811.2784002, Upper: 28048725.4686219	0	5037	1	0	4956	0	2665.1275360564337	479.04301385357707	44347116712.639725	70690994.14513129	10	19	NaN	0.084336438791325311	0.96537348272312906	0.91569343687825877	Korns 3 y = -5.41 + (4.9 * (((X3 - X0) + (X1 / X4)) / (3 * X4)))	210587.55118154472	8407.7936550043432	0.91569343687825877	0.010605489407401823	0.91569343687825877	Lower: -28047811.2784002, Upper: 28048725.4686219	00:00:23.7489754	Korns 3 y = -5.41 + (4.9 * (((X3 - X0) + (X1 / X4)) / (3 * X4)))	Korns 3 y = -5.41 + (4.9 * (((X3 - X0) + (X1 / X4)) / (3 * X4)))	-5.59861475481868 %	1692721887	28896	[[0.267][0.224][0.205][0.182][0.121]]
